distance_km,traffic_level,rain_mm,departure_min,vehicle_type,travel_time_min
8.02,1,1.4,34,1,29.5
7.88,5,0.0,104,1,40.4
8.63,7,0.0,90,1,43.6
7.99,2,0.0,171,1,31.7
7.65,6,0.0,120,0,47.0
7.97,5,0.6,82,0,40.4
8.13,1,2.9,179,1,32.2
8.42,4,0.0,84,1,39.5
7.85,4,5.0,155,0,45.9
7.6,2,0.0,142,0,28.3
8.2,6,0.0,118,1,37.7
7.65,4,1.3,110,0,38.8
7.89,4,0.0,167,1,39.2
7.94,8,0.0,120,1,39.6
7.98,5,2.8,105,1,40.5
8.17,5,0.0,102,0,38.3
7.83,7,0.0,89,1,41.8
7.93,9,0.0,110,1,43.2
8.0,1,1.8,60,0,23.1
8.04,5,0.3,47,0,32.4
8.02,6,0.0,128,1,35.7
8.11,4,4.5,117,0,38.5
8.21,7,4.2,71,1,42.6
8.1,10,0.0,57,1,44.4
8.11,9,5.1,65,0,49.9
7.6,4,0.0,96,1,31.2
8.01,3,0.0,116,1,32.1
8.12,9,0.0,75,0,50.1
8.18,5,0.0,154,0,41.0
7.83,3,0.0,75,0,35.0
7.84,7,0.0,61,0,44.0
7.86,4,0.0,180,0,38.4
8.13,4,0.0,116,0,32.2
8.26,8,0.0,70,0,46.1
7.9,3,3.5,170,1,33.5
8.23,2,6.3,82,1,35.8
8.03,4,3.5,173,1,42.3
7.97,6,0.0,60,0,39.2
7.95,2,5.4,164,0,37.9
8.19,5,0.0,73,0,40.7
8.08,6,0.0,174,0,41.2
8.57,8,0.0,133,1,45.0
7.79,3,0.0,74,0,28.7
8.13,8,5.0,164,0,54.0
7.87,4,0.0,107,1,38.7
7.78,7,0.0,152,0,44.7
8.0,5,3.0,141,0,39.8
8.03,2,0.0,150,1,31.8
8.7,7,1.4,100,1,39.2
7.95,3,4.9,174,0,38.3
7.72,3,0.0,131,1,30.6
8.07,5,0.0,50,0,36.1
7.48,7,0.0,48,0,41.2
7.98,4,0.0,152,0,39.6
8.0,3,0.0,165,1,33.6
8.2,1,0.0,147,0,34.8
8.24,5,2.3,90,1,38.9
7.87,5,3.8,81,1,35.9
7.96,4,1.6,132,1,35.3
7.81,2,0.0,75,1,27.9
7.72,5,0.0,106,0,37.3
8.08,7,0.0,139,0,46.3
7.68,7,0.0,91,0,35.9
7.9,8,1.6,105,0,46.6
7.75,1,0.5,103,0,30.9
8.14,9,0.0,118,1,47.5
8.45,4,1.9,145,0,43.7
7.67,10,0.0,157,1,47.5
7.54,4,0.0,144,0,39.5
7.97,5,0.0,37,0,38.9
8.0,5,0.0,170,0,41.9
8.05,5,6.6,134,0,39.9
7.89,8,2.9,172,1,49.5
7.95,7,0.0,177,0,45.9
8.09,10,0.0,119,1,47.0
8.26,6,0.0,172,1,37.5
7.51,5,2.0,104,0,31.8
7.91,2,3.8,87,1,36.8
8.05,10,1.7,49,0,50.5
7.77,6,12.2,116,1,42.1
8.43,7,0.0,147,0,42.1
7.84,5,0.0,178,1,37.1
7.99,6,0.0,126,1,41.4
8.14,9,0.0,152,0,51.6
7.85,3,4.2,170,0,40.9
7.54,4,0.6,129,0,34.2
7.89,3,0.0,69,0,32.9
8.26,8,0.0,165,0,48.6
7.92,2,0.0,133,1,30.0
7.79,2,0.0,155,0,35.2
8.23,4,0.0,143,0,43.4
7.92,6,0.0,46,0,40.0
7.87,5,1.4,70,0,36.9
8.04,1,0.0,91,1,22.7
8.19,9,0.0,91,0,48.5
8.6,9,0.0,164,0,49.2
8.21,4,1.5,136,0,40.6
8.29,7,5.1,52,0,46.8
7.87,6,0.0,107,0,45.8
7.74,4,1.5,130,0,38.6
8.02,4,0.0,85,0,37.8
8.03,5,0.0,41,1,32.3
7.73,5,0.0,106,0,34.2
7.96,4,0.0,118,0,40.5
8.1,8,0.0,171,0,51.6
8.09,5,1.9,171,0,41.5
8.13,7,5.0,123,0,41.6
8.07,3,0.0,119,0,39.4
7.87,6,0.0,141,0,45.7
7.87,4,0.0,86,1,32.7
7.7,6,0.0,91,0,43.4
8.45,7,0.0,30,0,42.3
8.0,7,0.0,50,1,39.6
7.94,5,2.6,72,0,34.7
7.77,7,3.0,141,1,46.5
8.7,9,0.0,78,0,43.6
7.73,6,0.0,61,0,44.5
7.89,3,0.0,138,1,37.9
8.1,7,0.0,142,0,37.2
8.15,2,0.0,46,1,32.8
8.24,8,0.0,156,1,44.2
8.45,6,0.0,137,1,41.7
8.13,5,1.6,108,0,36.3
7.74,2,0.0,179,1,30.2
7.94,5,2.1,33,0,34.6
8.08,9,0.0,129,1,43.5
8.52,1,3.3,68,0,36.2
7.65,5,0.0,98,1,38.1
8.3,9,0.0,63,1,46.9
8.04,5,0.0,144,1,35.8
8.21,5,0.0,109,0,37.7
7.97,6,0.0,179,0,38.5
7.79,5,1.5,143,1,39.7
8.19,3,3.1,172,0,44.9
8.16,1,0.0,83,1,31.5
8.24,6,0.0,96,1,38.8
8.0,9,0.0,103,0,49.4
7.85,2,2.5,164,0,36.2
7.61,3,1.2,78,0,36.4
8.2,5,0.0,175,0,47.0
8.11,8,0.0,42,1,39.4
7.76,4,7.4,169,0,41.1
7.87,8,0.0,116,0,44.9
7.88,2,0.0,126,1,29.8
7.63,9,0.0,180,0,51.5
7.8,6,3.7,167,1,41.7
7.72,7,0.0,171,0,42.3
7.9,5,3.6,134,0,39.4
7.82,7,0.0,176,0,41.7
7.59,3,0.0,147,0,34.7
8.51,1,0.0,162,1,33.4
8.31,5,11.9,150,0,49.7
7.81,8,0.0,157,1,45.5
8.07,7,0.0,141,0,41.6
8.1,6,0.0,151,1,36.5
8.3,6,0.0,114,0,42.9
7.8,2,11.6,149,1,41.1
8.27,8,0.0,89,0,48.5
7.86,7,1.5,140,0,43.1
7.67,7,0.8,126,1,47.7
8.18,5,0.0,170,1,32.5
8.32,9,2.2,145,1,48.4
8.65,8,0.0,135,0,48.6
7.7,6,0.0,95,1,36.7
8.17,5,0.0,166,0,43.0
7.9,6,0.7,44,0,39.1
8.2,6,0.0,170,1,36.3
7.63,5,0.0,142,1,36.1
7.68,4,2.6,74,1,34.3
7.81,5,1.8,171,1,41.5
8.02,6,0.0,98,0,45.4
7.84,5,0.0,70,1,32.1
8.16,4,0.0,96,0,42.1
8.26,7,0.0,177,0,45.1
8.15,6,0.0,154,1,38.7
8.4,2,0.0,172,1,31.3
8.1,5,0.0,93,0,33.2
7.7,8,1.4,51,1,40.0
8.34,7,0.0,131,0,49.1
7.85,4,0.0,121,0,38.5
8.23,9,0.0,150,1,47.6
8.39,2,0.0,129,1,32.3
8.11,9,0.0,108,1,49.1
7.63,4,0.0,31,1,28.2
7.77,1,0.0,119,0,32.9
8.33,5,0.0,60,0,38.8
7.96,5,0.0,173,1,35.7
8.02,6,0.0,172,1,41.8
8.19,8,0.0,160,1,45.1
8.17,8,0.0,68,1,39.6
8.07,5,0.0,66,1,31.9
7.95,5,0.0,131,1,35.5
7.92,3,1.0,151,0,35.0
8.21,1,0.0,171,0,36.5
8.14,6,5.3,170,1,43.2
7.94,2,7.6,67,1,31.7
8.27,7,0.5,180,0,50.2
7.97,6,0.0,67,0,44.2
7.79,3,9.7,164,0,39.3
7.81,6,7.9,134,0,42.8
7.76,3,0.0,145,1,33.9
7.93,5,0.0,136,1,36.3
8.31,8,1.9,167,0,47.9
7.8,5,0.0,141,0,42.8
8.05,3,0.0,165,0,35.9
7.84,7,5.3,67,1,47.9
7.93,3,0.0,167,0,36.6
7.62,7,0.0,180,1,42.3
7.94,5,0.0,143,0,46.9
7.95,5,0.0,178,0,42.1
8.14,8,1.4,80,0,44.1
8.06,7,0.0,163,1,39.4
7.7,1,3.0,70,0,29.0
8.27,4,0.0,125,0,38.9
8.05,8,0.0,144,0,49.8
8.05,1,0.0,143,1,24.1
8.0,6,0.0,145,0,42.6
7.87,7,4.7,97,0,49.6
8.05,6,0.0,178,0,44.5
8.12,7,2.3,31,1,44.1
7.56,7,0.0,139,1,35.9
7.87,7,0.0,167,0,44.4
7.94,8,0.0,169,1,44.9
8.06,6,8.0,150,0,49.3
8.3,5,0.0,133,0,38.2
7.81,5,0.0,117,1,37.3
7.88,7,0.0,116,0,45.1
7.87,8,0.0,113,0,45.4
7.8,4,0.0,148,1,36.1
7.91,4,0.0,152,0,39.1
8.19,9,1.0,125,0,47.6
7.74,6,0.0,153,1,38.7
8.11,3,0.0,127,0,31.9
7.57,7,0.0,55,0,36.5
7.86,10,0.0,165,0,52.4
7.92,8,0.0,167,0,41.7
8.42,7,6.3,88,0,47.1
7.93,3,0.7,158,0,37.8
7.45,8,0.0,124,0,45.0
7.5,6,0.0,61,1,42.3
8.01,8,1.0,109,0,47.8
8.15,4,4.6,50,1,34.6
8.09,2,0.0,158,0,36.2
8.04,5,0.0,75,1,31.4
8.29,4,3.2,69,1,38.5
7.87,7,0.0,77,0,40.9
8.22,9,0.0,81,0,51.1
7.59,7,5.0,145,0,47.9
7.77,8,1.2,141,0,48.9
7.55,5,0.0,62,1,32.1
7.93,7,0.0,151,0,41.3
7.99,8,0.0,101,0,42.1
8.03,7,6.3,117,0,42.6
8.02,6,2.6,61,0,40.5
7.77,6,2.0,149,1,38.5
7.95,7,0.0,105,0,46.5
7.63,4,0.0,140,0,34.0
8.34,8,0.0,113,0,53.4
7.92,9,0.0,43,0,42.9
7.88,5,0.0,148,0,37.4
8.4,7,0.0,130,1,37.9
7.69,7,0.0,114,1,40.1
7.72,7,2.3,76,1,39.4
7.73,6,0.0,139,0,41.4
7.98,8,0.7,89,1,43.9
8.11,5,0.0,113,0,42.6
8.18,2,0.2,45,0,27.8
8.64,8,0.0,157,0,49.0
7.44,7,0.0,53,1,40.2
8.15,8,0.0,169,0,44.8
7.86,3,0.0,167,0,44.6
7.85,1,0.0,178,1,36.2
7.85,9,6.4,171,1,50.2
7.77,3,0.0,178,1,30.0
8.42,8,0.0,169,0,45.8
8.21,8,0.0,58,0,45.6
8.01,7,0.0,114,1,42.8
8.34,3,2.0,50,0,29.6
7.62,7,0.0,129,0,40.5
7.67,8,0.0,127,0,46.0
7.46,5,4.8,173,1,35.5
7.83,5,0.0,177,0,40.0
8.04,5,1.4,87,1,37.8
8.03,2,0.0,134,0,33.0
8.04,8,0.0,118,0,44.0
7.65,8,0.0,129,0,45.9
8.2,10,0.0,127,0,52.8
8.06,6,0.5,172,0,41.0
8.18,7,0.0,170,1,44.0
7.53,3,0.0,60,1,30.2
8.08,7,0.0,101,1,42.2
7.7,6,0.0,154,0,42.9
7.9,9,2.3,146,0,50.7
8.13,8,0.0,140,1,43.7
8.02,9,3.4,180,0,51.4
7.79,8,3.8,99,1,46.5
8.0,8,0.0,125,1,43.1
7.62,2,7.2,178,0,39.7
8.29,8,0.0,148,1,46.3
7.95,6,0.0,142,1,36.5
8.28,5,0.0,67,0,37.8
7.87,2,0.0,84,1,28.4
7.87,7,5.7,105,1,43.9
7.81,4,0.0,118,1,35.2
8.22,5,0.0,123,1,37.8
7.82,7,0.0,170,1,42.2
8.16,9,0.0,57,1,42.6
7.9,8,0.0,85,0,48.1
7.51,5,5.4,65,1,38.0
7.86,5,0.0,152,0,39.9
7.71,4,1.7,178,0,38.3
8.01,5,3.9,170,1,41.3
7.7,2,0.0,151,1,30.3
8.23,10,0.0,36,0,44.1
7.98,6,0.0,101,0,38.2
7.96,2,4.9,166,0,41.1
8.16,5,0.0,142,0,41.8
8.24,6,0.0,78,0,39.2
7.99,6,0.0,118,0,40.6
7.81,1,0.0,53,1,22.7
7.56,9,0.0,126,0,45.9
7.83,4,0.0,170,0,41.5
7.85,1,0.0,40,1,24.5
8.03,2,0.0,138,1,33.1
7.91,6,0.0,82,0,45.3
8.17,3,0.0,180,0,36.2
7.85,1,1.0,47,1,21.9
7.99,5,0.0,138,0,41.4
8.3,6,0.0,86,1,36.1
8.09,2,0.0,168,0,34.7
7.98,4,0.0,60,0,36.1
7.85,5,0.0,113,1,41.6
7.84,3,0.0,73,0,34.4
7.79,6,0.8,159,0,41.6
7.86,2,0.0,102,1,31.0
8.19,1,0.0,73,1,29.3
7.94,6,6.3,151,0,50.0
7.66,4,0.0,161,0,35.0
8.44,2,0.0,118,1,34.9
8.08,5,0.0,106,1,43.2
7.65,9,1.6,140,1,49.9
7.89,7,0.0,142,1,45.7
8.03,8,0.0,143,0,45.7
8.43,8,0.0,89,0,51.4
7.72,10,2.8,175,0,51.8
8.24,7,1.2,78,1,40.9
8.35,6,0.0,105,0,40.8
7.84,5,0.0,91,1,33.6
7.93,3,0.0,173,0,36.6
7.74,7,0.0,163,0,41.2
7.95,10,1.0,161,0,50.2
7.99,5,0.0,31,0,34.0
8.16,7,0.0,146,1,46.8
8.27,5,0.0,81,1,41.0
7.81,5,0.0,177,0,48.5
7.51,5,0.0,127,0,38.4
7.99,6,1.4,131,0,43.0
8.07,5,0.0,102,1,38.5
8.06,7,0.0,128,1,37.6
7.92,8,0.0,154,0,44.1
8.03,8,0.0,131,0,41.8
8.38,3,0.0,141,1,36.3
8.1,8,0.0,119,1,40.8
7.91,4,0.0,150,1,38.1
7.87,4,0.0,170,0,37.2
7.96,7,0.0,44,1,38.6
8.41,4,0.0,57,0,36.0
7.95,2,6.2,146,0,37.9
8.0,5,0.0,106,0,37.7
7.88,7,4.7,90,1,45.7
8.27,4,0.0,72,1,33.1
8.49,6,0.0,132,0,44.5
8.11,7,2.2,101,1,42.4
8.02,7,0.0,124,1,38.1
8.01,8,0.0,176,0,52.0
7.4,5,0.0,155,1,34.2
8.19,3,1.0,159,0,39.9
8.03,4,0.0,61,0,37.9
8.11,5,0.0,97,1,31.7
7.82,7,0.0,57,1,38.1
7.9,1,5.0,177,0,37.0
7.9,4,0.0,146,1,34.1
8.26,7,0.0,35,1,38.7
7.91,7,0.0,120,1,41.4
8.52,7,4.1,87,0,45.6
8.11,8,0.0,128,1,44.8
7.68,7,0.0,72,0,41.9
7.97,7,4.2,45,0,43.6
7.84,5,0.0,97,0,35.6
7.45,10,0.0,93,0,49.6
8.4,6,4.3,150,0,39.1
8.18,3,5.5,119,0,39.7
8.13,4,0.0,92,0,36.9
8.04,7,0.0,132,0,42.0
7.65,9,0.0,49,0,41.2
7.88,3,1.9,144,1,35.0
8.21,2,7.4,66,0,35.6
7.74,8,0.0,90,0,45.1
7.37,9,0.0,90,0,40.4
7.94,4,1.7,118,1,36.6
7.96,5,0.0,176,1,41.0
8.03,7,0.0,97,0,42.9
8.18,4,0.0,90,1,31.3
8.16,8,0.0,70,1,43.4
8.06,2,2.6,108,0,33.5
8.3,1,3.2,72,1,31.6
7.62,3,0.0,64,1,29.6
8.13,4,0.0,166,1,29.7
8.16,2,0.0,44,1,21.1
7.69,2,6.9,149,0,35.1
7.62,7,0.0,76,1,40.1
7.81,3,0.0,33,0,30.6
7.83,9,0.0,159,1,47.6
8.19,5,0.0,148,0,38.9
7.85,7,0.0,99,0,49.2
7.79,3,2.6,51,1,30.6
7.85,4,0.0,103,0,37.3
8.28,6,0.0,72,1,35.2
8.0,6,0.0,174,0,42.2
7.96,7,0.0,127,1,42.6
7.97,7,0.0,177,0,45.5
8.32,7,0.0,102,1,32.9
7.81,5,1.2,130,1,38.6
8.33,8,0.0,74,1,44.5
8.05,6,0.0,160,0,45.3
7.96,10,0.0,41,0,51.4
8.63,8,4.5,148,0,51.9
7.74,1,0.0,108,1,34.0
7.91,4,0.4,133,1,35.5
7.69,6,0.0,135,0,34.6
8.24,7,0.0,149,0,46.1
8.42,6,0.0,77,0,44.9
8.42,7,1.4,127,1,39.0
8.31,4,0.0,113,0,37.2
7.95,3,0.0,90,0,37.8
7.91,2,0.0,122,0,31.1
7.58,6,0.0,176,1,38.7
8.51,7,0.0,175,1,46.3
8.12,4,0.0,90,0,33.0
7.88,6,0.0,169,0,42.9
8.33,2,0.0,168,0,32.3
7.76,2,0.0,85,0,30.5
8.1,7,0.0,136,1,42.4
7.96,5,0.0,167,0,44.1
8.16,7,0.0,125,0,45.5
7.98,8,0.0,104,1,41.0
7.64,8,0.0,142,1,46.6
8.02,3,0.0,71,0,35.6
8.26,5,0.0,68,0,32.9
7.99,7,0.0,163,0,47.8
8.19,7,0.0,41,0,42.3
7.74,7,0.0,160,1,41.5
7.99,3,0.0,92,1,34.9
7.84,3,0.0,121,0,34.2
8.19,6,0.0,129,0,45.2
8.01,7,0.0,156,0,48.9
8.17,4,0.0,169,0,39.5
8.27,2,5.5,160,1,36.5
8.17,7,0.0,132,0,46.9
8.07,4,4.7,101,1,38.2
7.75,3,0.0,126,0,37.4
8.0,3,2.1,38,1,27.9
7.87,4,0.0,84,1,31.1
7.91,6,4.7,104,0,40.1
7.91,5,0.0,97,0,43.7
7.76,1,0.0,54,1,20.2
7.51,2,0.0,44,0,33.5
7.83,4,10.7,112,1,41.6
8.05,7,0.7,50,0,39.8
7.66,2,0.0,91,1,24.5
8.0,6,0.0,119,0,41.7
8.48,2,0.0,78,0,32.3
8.26,3,0.0,51,0,35.0
8.41,3,0.0,114,0,29.4
8.1,2,1.5,116,1,30.5
8.29,7,0.0,172,1,40.7
7.82,5,0.0,61,1,38.2
7.84,8,0.0,138,0,47.6
7.32,2,0.0,97,1,26.1
8.3,3,0.0,61,0,38.4
8.39,4,0.0,108,0,36.7
7.86,7,0.0,113,0,43.1
7.94,4,0.0,103,0,37.6
7.81,5,0.0,156,1,39.9
8.1,4,0.0,164,1,36.0
8.28,2,4.0,66,0,38.7
7.56,9,0.0,70,0,44.6
8.1,6,3.3,112,0,40.8
7.93,7,0.0,97,1,44.9
8.03,7,0.0,162,0,44.4
8.11,6,0.0,180,1,42.7
7.95,2,0.0,72,1,30.7
7.97,6,1.2,155,0,49.7
7.95,3,0.0,137,1,31.7
8.24,5,0.0,141,1,39.4
8.1,6,0.0,87,0,38.7
8.06,7,0.0,55,0,40.8
7.68,7,0.0,129,0,41.2
7.91,7,0.0,138,1,43.9
8.22,3,0.0,177,1,37.2
8.01,4,0.0,145,1,36.3
8.16,1,0.0,115,1,25.7
8.44,7,0.0,180,1,41.9
8.26,9,0.0,105,1,43.5
8.02,4,0.0,69,1,34.0
7.87,2,0.0,138,1,25.5
7.36,5,0.0,88,1,32.8
7.96,8,0.0,173,1,40.7
7.92,6,3.1,113,1,41.8
8.1,1,0.0,66,1,23.5
7.96,10,0.0,64,1,51.7
7.92,8,3.6,142,0,52.0
7.56,3,0.0,104,0,33.4
7.77,9,0.0,103,0,48.6
8.12,5,0.0,137,0,41.8
8.43,5,3.2,80,0,38.5
7.98,5,9.5,65,1,44.3
8.08,8,0.0,143,1,43.8
8.24,7,0.0,31,0,39.6
7.8,2,0.0,171,0,35.7
8.09,9,0.0,73,1,40.8
7.81,3,0.0,116,1,33.6
8.22,7,0.0,78,1,41.3
8.04,6,0.0,79,1,35.7
8.07,3,4.7,163,0,42.4
7.8,3,0.0,134,0,37.2
8.18,8,0.0,95,1,41.9
8.52,5,2.9,85,1,40.2
7.75,7,1.1,78,0,38.8
7.92,6,0.0,130,0,43.4
8.06,7,0.0,152,1,37.7
8.2,5,0.0,86,0,39.5
7.86,4,6.7,99,0,42.5
7.3,5,0.0,150,0,39.8
8.34,8,0.0,152,0,52.7
8.19,5,0.0,77,1,33.4
7.56,3,0.0,106,1,31.9
7.85,9,5.2,167,0,46.2
8.39,8,0.0,153,0,46.6
8.36,2,0.0,69,0,31.5
8.23,10,0.0,107,1,52.5
7.96,7,0.0,178,0,45.6
8.02,3,0.0,126,0,38.2
7.97,4,7.9,150,1,37.3
8.28,7,5.3,54,0,44.9
7.78,7,0.0,163,0,42.2
7.8,4,0.0,137,1,31.4
8.25,4,1.6,71,0,34.7
7.99,4,0.0,106,0,35.1
8.34,6,1.4,51,1,44.5
7.83,3,0.0,157,1,32.7
7.99,2,0.0,153,1,26.9
7.77,7,0.0,122,1,38.9
8.0,7,2.6,116,0,48.5
7.63,6,1.3,118,1,36.5
7.88,5,0.0,40,0,41.4
7.64,5,0.0,104,1,38.3
8.17,5,0.0,62,0,37.7
8.18,9,0.0,73,1,42.5
7.57,7,0.0,177,0,41.8
8.33,3,0.0,87,1,32.6
8.62,5,0.0,121,0,42.4
8.01,6,0.0,169,0,47.3
7.84,6,0.0,111,1,39.2
8.7,5,0.0,127,0,40.5
7.67,8,0.0,70,1,45.0
8.01,7,1.1,91,1,43.3
8.04,6,0.0,124,0,40.0
8.34,8,0.0,104,0,46.3
8.09,7,0.0,40,1,40.8
7.88,7,3.2,109,1,43.2
7.76,9,0.0,161,1,43.0
7.91,4,0.0,59,1,32.9
7.75,4,0.8,35,0,32.7
8.01,8,0.0,60,0,44.6
7.86,7,0.0,146,0,40.5
7.63,9,0.0,159,0,46.0
8.31,2,2.9,43,0,39.5
7.88,6,0.0,169,1,38.7
7.68,3,0.0,139,0,38.3
7.96,6,0.0,125,0,41.5
8.02,3,0.0,86,1,27.6
7.56,2,1.0,105,0,28.8
8.08,1,0.0,175,0,30.3
7.74,6,0.0,171,0,49.1
8.43,5,3.0,139,1,39.4
8.13,2,0.0,133,1,31.3
7.9,4,0.0,78,0,37.9
7.81,3,0.0,176,1,34.9
7.97,9,0.0,154,0,51.9
8.15,4,0.0,106,0,35.8
7.99,4,0.0,161,0,35.1
7.95,8,0.0,78,0,42.0
8.01,6,0.0,78,0,36.0
7.85,7,0.0,158,1,40.2
7.91,6,0.0,131,0,30.7
7.48,9,0.0,130,0,49.6
8.24,3,0.0,133,1,34.9
8.07,10,0.0,61,0,46.1
7.81,8,1.2,101,1,38.7
8.47,6,3.9,133,1,47.3
8.02,7,0.0,84,0,45.9
7.74,6,5.4,123,0,43.7
8.21,2,18.3,130,0,42.8
8.1,3,0.0,175,1,34.2
8.1,9,0.0,84,0,43.2
7.89,6,1.7,115,0,43.3
8.11,5,0.0,179,1,35.0
7.93,7,0.0,73,0,35.2
8.14,6,0.0,157,1,37.8
7.52,1,0.0,72,1,22.1
7.89,7,0.0,165,0,50.5
8.43,7,0.0,121,0,50.1
7.81,3,0.0,178,1,30.1
7.85,9,0.0,70,0,46.2
7.89,3,0.4,147,1,31.0
7.7,5,0.0,147,0,45.2
7.45,2,0.0,150,1,24.1
7.94,6,0.0,56,1,38.1
8.03,5,0.0,91,0,42.6
7.99,5,2.0,99,1,35.5
7.96,8,0.0,97,0,45.5
8.01,1,0.0,145,0,34.7
8.26,8,0.0,45,1,38.3
7.95,6,0.0,152,1,41.5
7.86,10,0.0,126,0,45.8
7.93,6,0.0,71,1,32.4
8.14,2,0.0,81,0,34.7
8.35,2,0.0,55,0,29.0
7.84,8,4.7,117,0,49.1
8.02,8,0.0,135,1,40.2
8.08,4,0.0,134,0,38.9
7.75,6,3.0,177,0,39.7
8.01,5,3.0,93,1,41.5
7.63,9,0.0,155,0,51.0
7.56,9,3.3,151,0,48.4
8.09,10,0.0,46,1,40.0
7.9,8,0.0,173,0,46.9
8.05,9,0.0,173,0,49.0
8.0,3,0.0,108,1,30.2
7.76,8,0.0,111,1,45.5
7.99,7,0.0,162,1,45.9
7.69,9,0.0,122,0,49.0
8.35,6,1.8,159,1,46.4
7.66,2,0.0,40,1,18.3
7.95,6,0.0,85,1,36.7
7.74,7,0.0,53,0,40.3
8.14,3,0.0,117,1,35.0
7.92,5,1.0,165,1,37.4
7.87,6,0.0,132,1,40.5
8.21,5,0.0,126,1,35.9
8.01,5,0.0,104,0,37.1
8.13,3,7.0,47,1,36.9
7.75,9,0.0,156,1,45.8
7.65,7,0.0,132,0,44.4
8.03,1,0.0,173,0,28.7
7.92,7,5.2,113,1,45.7
8.16,7,0.0,109,1,37.8
7.98,1,1.7,178,0,38.6
8.05,5,0.0,64,1,34.3
7.59,6,0.0,85,0,38.5
8.47,5,0.0,121,0,43.5
7.96,7,0.0,126,1,40.9
8.17,5,3.2,129,1,41.4
7.79,3,1.4,78,1,30.4
8.08,10,0.0,173,0,54.5
7.67,4,0.0,148,0,37.2
8.11,7,5.2,86,1,46.0
7.91,3,0.0,92,1,34.6
8.01,4,2.2,168,0,35.4
8.17,5,5.7,106,0,44.1
7.69,3,0.0,130,1,37.2
7.83,5,14.4,60,0,47.9
8.11,3,0.0,85,0,41.7
8.52,6,0.0,111,1,37.0
7.97,7,0.0,143,0,45.4
8.15,2,0.0,90,0,33.9
7.97,8,0.0,175,0,46.2
8.49,3,4.3,80,0,34.1
7.56,3,0.0,157,1,38.7
8.02,7,0.0,104,1,43.9
7.59,5,0.0,163,0,41.5
7.37,5,0.0,173,1,36.8
8.07,2,0.0,73,0,32.2
8.03,8,0.0,122,1,45.2
7.93,6,0.0,67,0,44.4
7.97,3,0.0,149,0,33.9
8.7,5,2.0,163,1,41.2
7.94,8,0.0,107,0,44.6
8.13,6,0.0,108,0,38.6
7.84,2,3.2,77,0,31.4
8.07,5,1.4,94,0,40.5
7.94,4,0.0,97,0,35.7
7.9,6,0.0,67,0,40.0
8.45,8,5.1,95,1,48.8
8.29,5,0.0,171,1,42.3
8.03,5,1.5,97,0,47.8
7.42,9,0.0,89,0,48.3
7.91,6,0.0,107,0,39.3
8.68,6,0.0,176,0,48.5
7.94,4,0.0,155,0,37.3
8.28,6,0.0,76,1,36.1
8.36,6,0.0,154,0,45.6
8.05,5,0.0,156,0,45.0
7.79,10,3.1,175,0,51.8
7.39,8,0.0,169,1,44.1
8.17,7,0.0,54,1,40.8
7.8,6,0.9,117,1,35.9
8.04,5,0.0,148,0,36.2
7.69,3,0.0,178,0,32.0
7.93,4,0.0,52,0,39.0
8.01,7,0.0,104,0,42.2
8.07,5,0.0,122,1,34.9
7.72,8,2.8,111,0,47.9
8.3,3,0.0,117,1,36.8
7.85,6,0.0,104,0,37.5
7.58,6,0.0,178,1,33.8
7.97,6,0.0,160,1,44.4
8.01,8,3.3,152,1,47.7
8.04,10,0.0,110,0,47.2
8.34,2,0.0,168,0,34.0
7.94,2,0.0,54,1,24.9
7.97,3,0.0,65,0,35.4
7.72,7,0.0,176,0,48.0
8.21,5,0.0,132,1,39.5
8.05,7,0.0,68,0,43.1
7.89,5,2.4,175,1,40.5
7.52,6,0.0,178,1,37.1
8.36,7,0.0,168,0,45.0
7.69,6,0.0,83,1,36.9
7.85,6,0.0,90,1,36.7
8.09,2,0.0,110,1,29.9
7.7,5,1.6,133,0,35.3
7.63,6,0.0,180,0,45.3
7.47,5,0.0,176,0,36.7
8.18,9,1.3,172,0,44.9
7.86,9,0.0,53,0,43.9
8.7,8,0.0,155,0,48.4
7.75,5,0.0,168,0,46.5
7.77,7,0.0,99,1,38.3
7.86,5,0.0,79,0,38.6
8.06,4,0.0,154,0,39.5
7.88,4,0.0,53,0,30.5
8.15,2,0.0,174,0,34.7
7.76,4,3.0,67,1,33.2
7.65,5,3.1,117,1,37.7
7.55,9,0.0,179,1,47.3
7.44,4,0.0,179,0,40.3
7.87,9,0.0,157,1,43.6
7.92,3,0.0,164,1,34.8
7.84,3,0.0,177,0,34.3
8.31,6,0.0,173,1,38.4
8.31,7,0.0,139,1,47.6
7.92,1,1.2,152,0,26.8
7.55,3,0.0,135,1,30.0
7.86,5,3.8,124,1,39.3
7.85,4,5.3,168,0,39.8
7.84,7,0.0,152,0,45.0
7.83,6,0.0,166,0,38.7
7.84,3,0.0,54,0,27.3
7.9,8,0.0,133,0,43.7
7.84,4,0.0,98,1,33.8
8.05,7,0.0,125,1,40.8
8.09,7,0.0,138,1,43.7
7.77,9,0.0,164,0,44.9
8.32,5,0.3,39,0,36.4
7.75,6,0.0,69,0,39.4
7.6,4,0.0,172,0,35.1
8.1,7,0.0,177,0,46.4
7.8,5,1.1,45,0,36.7
8.08,5,0.0,98,1,37.6
7.4,8,3.4,32,0,45.0
8.35,2,1.2,155,1,27.1
8.17,8,1.3,146,1,49.6
7.62,8,0.0,131,0,39.1
